sample	mach	seq_date	initial	passed_filter_reads	low_quality_reads	too_many_n_reads	too_short_reads	too_long_reads	raw_total_reads	raw_total_bases	raw_q20_bases	raw_q30_bases	raw_q20_rate	raw_q30_rate	raw_read1_mean_length	raw_read2_mean_length	raw_gc_content	total_reads	total_bases	q20_bases	q30_bases	q20_rate	q30_rate	read1_mean_length	read2_mean_length	gc_content	homozygosity	heterozygosity	genomesize	repeatsize	uniquesize	modelfit	errorrate	num_contigs	num_contigs_mitochondrion	num_contigs_plastid	num_contigs_prokarya	bp_mitochondrion	bp_plastid	bp_prokarya	complete	single_copy	multi_copy	fragmented	missing	n_markers	domain	number_of_scaffolds	number_of_contigs	total_length	percent_gaps	scaffold_n50	contigs_n50	unique_k_mers_assembly	k_mers_total	qv	error	k_mer_set	solid_k_mers	total_k_mers	completeness	depmethod	adjust	readbp	mapadjust	scdepth	estgenomesize
OG559	NOVA	230419	AD2	148915696	1144246	63432	4731948	0	154855322	22856173437	22299869669	21372551402	0.975661	0.935089	147	147	0.404515	148915696	22159442313	21692829756	20812636849	0.978943	0.939222	148	148	0.404174	99.6939%	0.356487%	1,115,274,421	171,651,055	943,623,366	99.5337%	0.182139%	17219250	15	3	10	38794	3353	14423	70.6	69.7	0.9	12.8	16.6	3640	eukaryota	308553	308553	1194493472	0.000%	21544	21544	39286	1136840657	57.8367	1.64561e-06	all	991000200	1038305754	95.444	mpileup	None	22159442313	1	17.28	1282557720
OG583	NOVA	230419	AD2	173191848	3704420	47104	5523916	0	182467288	27150470776	26029550865	24675753035	0.958715	0.908852	148	148	0.411647	173191848	25808171428	24988794944	23768431209	0.968251	0.920965	149	149	0.408829	99.1977%	0.870394%	1,145,616,110	262,307,929	883,308,182	99.4562%	0.324825%	21129905	136	59	36	247994	80978	52343	33.9	33.4	0.5	15.4	50.7	3640	eukaryota	475582	475582	1262860824	0.000%	4556	4556	117859	1253349184	53.4891	4.47807e-06	all	957385670	1070660658	89.4201	mpileup	IndelRatio	25808171428	0.999373582410215	17.62	1465634515
OG571	NOVA	230419	AD2	139316744	2735376	48226	4523096	0	146623442	21714294829	20985768685	20032281457	0.966449	0.922539	148	148	0.451922	139316744	20736134436	20199824208	19334211909	0.974136	0.932392	148	148	0.449123	98.4818%	1.54097%	501,204,610	42,094,009	459,110,601	99.4248%	0.245827%	10687406	47	13	20	88838	19967	28496	48.1	46.6	1.5	15.6	36.3	3640	eukaryota	526787	526787	729312163	0.000%	3549	3549	32322	645571309	56.2265	2.38421e-06	all	525008361	596723465	87.9819	mpileup	IndelRatio	20736134436	0.998575762327594	36.01	576666367
OG485	NOVA	230419	AD2	173298116	4384388	36770	5021154	0	182740428	27267310309	26052102311	24605411456	0.955434	0.902378	149	149	0.397011	173298116	25856241663	24982877915	23688059696	0.966222	0.916145	149	149	0.393576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG494	NOVA	230419	AD2	246747250	2913240	57384	8016690	0	257734564	38427518193	37084871174	35169503343	0.96506	0.915217	149	149	0.40848	246747250	36795094266	35772712219	34017401401	0.972214	0.924509	149	149	0.409128	99.2494%	0.884274%	972,583,139	174,982,389	797,600,750	99.4309%	0.262214%	19970716	59	22	21	102833	37282	30268	51.4	50.7	0.7	16.8	31.8	3640	eukaryota	1139736	1139736	1356076137	0.000%	5263	5263	57863	1115489954	56.0727	2.47017e-06	all	877757073	976094397	89.9254	mpileup	None	36795094266	1	31.72	1159878192
OG320	NOVA	230419	AD2	138736146	1485700	47972	3181324	0	143451142	21304261138	20690035645	19734388923	0.971169	0.926312	148	148	0.418652	138736146	20694550905	20181908250	19276666672	0.975228	0.931485	149	149	0.417796	99.8048%	0.203962%	556,179,335	26,345,521	529,833,814	99.7337%	0.327937%	8350791	6	3	5	35623	3661	8310	95.3	94.7	0.6	2.6	2.1	3640	eukaryota	85321	85321	581483556	0.000%	102564	102564	11954	562749022	59.9502	1.01154e-06	all	539196776	556317002	96.9226	mpileup	None	20694550905	1	34.1	606842200
OG563	NOVA	230419	AD2	163670894	3405520	36894	5990324	0	173103632	25742557545	24738392240	23486555728	0.960992	0.912363	148	148	0.417604	163670894	24376245303	23675110663	22558413786	0.971237	0.925426	148	148	0.414794	100%	44.8922%	378,322,082	167,882,998	210,439,084	78.9381%	1.70893%	23704382	99	53	63	161293	73316	93396	38.4	38	0.4	16.1	45.5	3640	eukaryota	575749	575749	1288675059	0.000%	3446	3446	153717	1277160079	52.4172	5.73168e-06	all	849773475	941651276	90.2429	mpileup	None	24376245303	1	15.12	1611862524
OG562	NOVA	230419	AD2	155176884	5371402	76278	5675112	0	166299676	24676953972	23363938773	21925668337	0.946792	0.888508	148	148	0.443805	155176884	23126517062	22204070064	20932579545	0.960113	0.905133	149	149	0.439718	98.5563%	1.59848%	646,288,902	93,049,577	553,239,324	98.8674%	0.36293%	15109133	50	9	15	92931	12023	28651	44.3	43.1	1.2	13.5	42.2	3640	eukaryota	965203	965203	1022963780	0.000%	2230	2230	91490	846092960	52.8824	5.14942e-06	all	634285024	729675486	86.927	mpileup	IndelRatio	23126517062	0.99903277422521	29.88	774770646
OG616	NOVA	230419	AD2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG613	NOVA	230419	AD2	173066750	2356344	21604	3020712	0	178465410	26649222621	25789643222	24498170002	0.967745	0.919283	149	149	0.425542	173066750	25843604798	25143533586	23929011675	0.972911	0.925916	149	149	0.423904	99.7168%	0.29809%	588,263,296	32,206,057	556,057,240	99.3738%	0.260577%	9139323	4	2	1	19729	4887	1644	84.7	83.7	1	7.3	8	3640	eukaryota	54749	54749	613989291	0.000%	37142	37142	13047	612894311	59.9409	1.0137e-06	all	573085095	595236681	96.2785	mpileup	IndelRatio	25843604798	0.999449691721664	39.12	660912411
OG578	NOVA	230419	AD2	200972670	3724756	74812	8599848	0	213372086	31793674558	30411511264	28758404547	0.956527	0.904532	149	148	0.43377	200972670	29929417096	28983445660	27519307741	0.968393	0.919474	148	148	0.432513	99.5632%	0.464926%	628,424,527	60,923,084	567,501,443	99.4769%	0.301139%	10774064	8	3	9	29695	3832	12156	74.2	73.5	0.7	12.2	13.6	3640	eukaryota	394598	394598	739540119	0.000%	12335	12335	19633	651217314	58.4295	1.43565e-06	all	584552438	632664238	92.3954	mpileup	IndelRatio	29929417096	0.998833212499265	39.11	766194858
OG535	NOVA	230419	AD2	97280604	2114224	135446	6870566	0	106400840	15408349349	14843476375	14166037572	0.96334	0.919374	144	144	0.428972	97280604	14397243099	14011022680	13412749104	0.973174	0.931619	148	147	0.425036	99.272%	0.762916%	490,698,612	39,691,565	451,007,046	99.4276%	0.24007%	7978290	50	7	3	88660	12715	5257	78.4	77.4	1	9.4	12.2	3640	eukaryota	174035	174035	552362147	0.000%	14812	14812	24701	522848878	56.4787	2.24972e-06	all	469569763	516395171	90.9323	mpileup	IndelRatio	14397243099	0.999021175109317	24.69	583737379
OG614	NOVA	230419	AD2	170821438	2745108	40954	2940452	0	176547952	26332906434	25479238472	24237831593	0.967582	0.920439	149	149	0.425069	170821438	25519037193	24826748354	23663969410	0.972872	0.927307	149	149	0.423883	99.3502%	0.678499%	616,936,830	53,401,274	563,535,557	99.6196%	0.273072%	11146189	11	5	10	14481	10349	17736	74	73.2	0.8	10.9	15.1	3640	eukaryota	434127	434127	764175677	0.000%	14165	14165	20123	674221076	58.4732	1.42127e-06	all	601401051	656319687	91.6323	mpileup	None	25519037193	1	37.41	682134777
OG478	NOVA	230419	AD2	157664926	2819078	30440	2351396	0	162865840	24319042523	23530214791	22395207218	0.967563	0.920892	149	149	0.415335	157664926	23558531194	22927568957	21871281911	0.973217	0.928381	149	149	0.414179	99.4901%	0.538009%	759,430,264	69,821,740	689,608,524	99.6632%	0.761976%	18851945	33	13	44	75068	21052	68882	80.9	76.8	4.1	9.4	9.7	3640	eukaryota	867203	867203	1289749313	0.000%	7977	7977	308403	1144505581	48.9166	1.28333e-05	all	693730632	722493334	96.019	mpileup	None	23558531194	1	25.33	930202110
OG493	NOVA	230419	AD2	174654370	3643410	92434	7195168	0	185585382	27470685783	26443429958	25194685985	0.962605	0.917148	148	147	0.443818	174654370	25990702435	25290050149	24175009493	0.973042	0.930141	148	148	0.438827	99.7053%	0.315607%	563,689,610	40,541,421	523,148,189	99.4859%	0.255685%	8813930	8	3	7	27381	6937	11928	91.1	90.3	0.8	4.6	4.3	3640	eukaryota	167716	167716	610958005	0.000%	51378	51378	13597	572787765	59.4677	1.13041e-06	all	538493749	565472308	95.229	mpileup	None	25990702435	1	40.73	638062308
OG534	NOVA	230419	AD2	115999328	1922864	97830	5170916	0	123190938	18058056965	17499442598	16723368145	0.969066	0.926089	146	146	0.429213	115999328	17226666838	16799931324	16086881715	0.975228	0.933836	148	148	0.427283	99.5403%	0.482989%	562,620,297	50,302,238	512,318,059	99.6284%	0.22135%	8950400	1	52	2	2186	65980	3760	83.4	82.5	0.9	8.4	8.2	3640	eukaryota	70946	70946	584592924	0.000%	25262	25262	17811	583174004	58.3732	1.45438e-06	all	533305558	570488872	93.4822	mpileup	None	17226666838	1	26.36	653524607
OG577	NOVA	230419	AD2	155055342	2331004	113186	9809478	0	167309010	24664801218	23680558574	22533560411	0.960095	0.913592	147	147	0.430137	155055342	23010919378	22384179807	21387860402	0.972763	0.929466	148	148	0.428659	99.574%	0.574054%	634,619,284	65,644,505	568,974,779	99.0903%	0.241261%	10295396	15	1	6	21346	1008	8796	74.3	73.6	0.7	11.1	14.6	3640	eukaryota	103767	103767	652535202	0.000%	14406	14406	17299	650459862	58.9741	1.26645e-06	all	583797423	629821405	92.6925	mpileup	IndelRatio	23010919378	0.998746375866422	28.22	816465046
OG480	NOVA	230419	AD2	183266556	1739844	24620	2276552	0	187307572	28002181879	27220384516	25976471782	0.972081	0.927659	149	149	0.411514	183266556	27388786235	26716507464	25528315642	0.975454	0.932072	149	149	0.411361	99.5022%	0.540189%	748,345,385	61,660,864	686,684,521	99.531%	0.233913%	12102658	14	8	9	18721	9646	12500	81.4	80.8	0.6	8.6	10	3640	eukaryota	289767	289767	836480017	0.000%	25577	25577	16262	774471774	60.0005	9.99893e-07	all	711189019	772694439	92.0401	mpileup	None	27388786235	1	33.06	828497031
OG518	NOVA	230419	AD2	332825610	6033696	116220	8799298	0	347774824	51670464667	49951502680	47608978144	0.966732	0.921396	148	148	0.429797	332825610	49628491667	48302461427	46145397387	0.973281	0.929817	149	149	0.427806	99.5557%	0.452049%	549,606,811	36,433,976	513,172,835	98.8535%	0.270494%	9922457	21	39	5	45102	56900	6056	82.7	81.8	0.9	8.5	8.8	3640	eukaryota	346134	346134	682595990	0.000%	21131	21131	26043	603379108	56.8711	2.05537e-06	all	535231811	572965880	93.4143	mpileup	None	49628491667	1	82.8	599373286
OG517	NOVA	230419	AD2	145239432	3226816	44356	4514730	0	153025334	22774862690	21825446279	20739039131	0.958313	0.910611	148	148	0.486725	145239432	21658434929	20968757160	19991838382	0.968157	0.923051	149	149	0.48273	99.4752%	0.54566%	351,336,966	40,112,500	311,224,466	99.132%	0.344223%	6947406	15	3	9	43720	3070	17007	88.8	88.1	0.7	5.2	6	3640	eukaryota	55325	55325	357011091	0.000%	27376	27376	18091	355904591	56.1608	2.42058e-06	all	322153622	355569071	90.6023	mpileup	None	21658434929	1	47.93	451830660
OG543	NOVA	230419	AD2	155629102	2989456	44814	3426456	0	162089828	24129718084	23307904351	22214068668	0.965942	0.92061	148	148	0.428917	155629102	23219738319	22586765949	21579611947	0.97274	0.929365	149	149	0.426995	99.7125%	0.308018%	562,304,653	34,546,446	527,758,207	99.5494%	0.25299%	8735490	10	3	0	32164	8486	NA	84.9	83.8	1.1	6.7	8.4	3640	eukaryota	144203	144203	606224156	0.000%	21310	21310	15411	579193992	58.9721	1.26705e-06	all	542258243	566571916	95.7086	mpileup	None	23219738319	1	38.08	609686305
OG604	NOVA	230419	AD2	155580622	2550432	42476	4623204	0	162796734	24244789736	23443115541	22364740845	0.966934	0.922456	148	148	0.438782	155580622	23194000259	22600626731	21618545993	0.974417	0.932075	149	149	0.437564	98.5943%	1.43049%	481,517,557	46,771,277	434,746,280	99.6426%	0.280257%	11159883	119	32	61	202953	47927	95346	49.5	48	1.5	16.8	33.7	3640	eukaryota	334023	334023	642080858	0.000%	3065	3065	31545	635400398	56.2633	2.36414e-06	all	496634645	567000255	87.5898	mpileup	None	23194000259	1	38	610296798
OG503	NOVA	230419	AD2	144699764	1629816	69266	3489756	0	149888602	22208711865	21604167068	20666115129	0.972779	0.930541	148	148	0.413983	144699764	21574875861	21066802458	20177429006	0.976451	0.935228	149	149	0.413306	99.4514%	0.688036%	620,008,570	68,606,824	551,401,745	99.1416%	0.236736%	10747685	25	10	10	54216	13408	12502	76	75.2	0.8	9.5	14.5	3640	eukaryota	387955	387955	738004841	0.000%	22360	22360	23754	654246264	57.6222	1.72896e-06	all	579565259	626350919	92.5304	mpileup	None	21574875861	1	29.03	743248231
OG595	NOVA	230419	AD2	130002858	1597688	51436	3634896	0	135286878	20069254064	19485184613	18624474907	0.970897	0.92801	148	148	0.402939	130002858	19375990704	18916758156	18114472746	0.976299	0.934893	149	149	0.40146	99.7477%	0.936344%	752,131,848	100,814,549	651,317,299	99.4155%	0.224323%	12808716	13	4	8	32155	4607	19568	76.9	76.2	0.7	10	13.1	3640	eukaryota	434525	434525	880705853	0.000%	20399	20399	30984	787319560	57.2722	1.87402e-06	all	689963254	757901603	91.036	mpileup	None	19375990704	1	23.41	827777321
OG566	NOVA	230419	AD2	144937524	4027534	76602	5779342	0	154821002	22883536077	21912062612	20785500665	0.957547	0.908317	147	147	0.457866	144937524	21567802443	20895850995	19897188593	0.968845	0.922541	148	148	0.453302	99.1581%	0.923557%	537,314,285	61,998,037	475,316,247	99.6517%	0.316296%	10060150	57	48	14	98292	61016	22167	65.3	64.5	0.8	12	22.7	3640	eukaryota	431391	431391	688611385	0.000%	8280	8280	34500	600518427	55.6291	2.73581e-06	all	514250850	575057009	89.4261	mpileup	None	21567802443	1	33.76	638780266
OG553	NOVA	230419	AD2	154864118	1569502	34766	3000884	0	159469270	23779442746	23107549359	22073270488	0.971745	0.92825	149	149	0.417925	154864118	23110710744	22560850363	21585733078	0.976208	0.934014	149	149	0.417451	99.628%	0.510395%	885,811,527	138,973,604	746,837,924	99.282%	0.307527%	14334029	16	3	11	40890	3731	21105	76.7	76	0.7	10.1	13.2	3640	eukaryota	390730	390730	989185305	0.000%	17057	17057	32532	906481195	57.6726	1.70899e-06	all	778544941	826256081	94.2256	mpileup	None	23110710744	1	22.54	1025433644
OG539	NOVA	230419	AD2	119821034	826868	79046	5050168	0	125777116	18436785410	18029949835	17339457796	0.977933	0.940482	146	146	0.413404	119821034	17782751578	17443496922	16791134536	0.980922	0.944237	148	148	0.413245	100%	27.6856%	242,476,233	112,438,673	130,037,560	77.5519%	2.82505%	22376646	233	161	277	404686	250944	420006	26.4	25.9	0.5	14.7	58.9	3640	eukaryota	734798	734798	1290838958	0.000%	2480	2480	222390	1276142998	50.8097	8.29913e-06	all	850120031	1009799077	84.187	mpileup	None	17782751578	1	12.49	1423530047
OG540	NOVA	230419	AD2	113379774	1853918	52792	3849636	0	119136120	17567047077	17068506928	16375323351	0.971621	0.932161	147	147	0.434648	113379774	16842551816	16468027637	15832291117	0.977763	0.940017	148	148	0.432329	99.8265%	0.410878%	577,885,931	48,775,606	529,110,324	99.7731%	0.237675%	8860142	4	0	2	35721	NA	6422	88.5	87.6	0.9	5.9	5.6	3640	eukaryota	143308	143308	615102278	0.000%	35512	35512	15358	585937477	59.0373	1.24816e-06	all	544838480	568692614	95.8054	mpileup	None	16842551816	1	26.19	643027108
OG333	NOVA	230419	AD2	141010000	1438298	17286	1960616	0	144426200	21592098629	20860403284	19657271331	0.966113	0.910392	149	149	0.397056	141010000	21075485514	20442789295	19292306858	0.96998	0.915391	149	149	0.396297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG565	NOVA	230419	AD2	170584970	7368054	80244	7401856	0	185435124	27552156563	26109382983	24568323473	0.947635	0.891702	148	148	0.47916	170584970	25413782890	24484552195	23170951906	0.963436	0.911747	149	148	0.472151	99.423%	0.589127%	336,259,304	29,802,395	306,456,909	98.5131%	0.377809%	6134406	36	7	14	67508	9537	34618	77.7	77	0.7	9	13.3	3640	eukaryota	248584	248584	420209917	0.000%	16126	16126	25986	362711222	54.6703	3.41172e-06	all	324571770	353612779	91.7873	mpileup	None	25413782890	1	64.43	394465804
OG484	NOVA	230419	AD2	131014216	1108498	24824	2856284	0	135003822	20134541504	19559131886	18670958583	0.971422	0.92731	149	149	0.402711	131014216	19552292980	19079742110	18242820116	0.975831	0.933027	149	149	0.402603	99.4008%	0.690431%	773,144,435	104,146,038	668,998,397	99.5304%	0.213898%	13248116	10	4	19	29492	11052	48954	70	69.1	0.9	12.4	17.6	3640	eukaryota	144425	144425	805102622	0.000%	15000	15000	26784	802214122	57.9863	1.58991e-06	all	698939172	776260626	90.0392	mpileup	None	19552292980	1	21.52	908628823
OG607	NOVA	230419	AD2	177050232	4346870	65368	6906122	0	188368592	28055377219	26608646224	24893145281	0.948433	0.887286	149	148	0.433993	177050232	26399357745	25396230202	23869862395	0.962002	0.904183	149	149	0.430454	99.5365%	0.548835%	936,992,054	270,036,121	666,955,933	99.1028%	0.349894%	19711002	154	43	75	286310	59825	152143	29.3	28.8	0.5	14.5	56.2	3640	eukaryota	1207046	1207046	1338213224	0.000%	3222	3222	116124	1090942691	52.9508	5.06901e-06	all	712388495	772230960	92.2507	mpileup	IndelRatio	26399357745	1.0000062507553	19.64	1344122934
OG522	NOVA	230419	AD2	113754312	967886	127300	6208534	0	121058032	17573094942	17153443912	16460762118	0.97612	0.936703	145	145	0.409214	113754312	16854731477	16514575757	15862335693	0.979818	0.941121	148	148	0.408149	99.1246%	0.906088%	774,736,597	89,666,305	685,070,292	99.3285%	0.17135%	12675349	20	5	10	46734	8059	20665	68.7	67.9	0.8	12.4	18.9	3640	eukaryota	168351	168351	824607811	0.000%	12684	12684	33135	821240791	57.1639	1.92135e-06	all	720406470	807806223	89.1806	mpileup	None	16854731477	1	19.37	870299391
OG495	NOVA	230419	AD2	140649044	3548122	63818	4408628	0	148669612	22011145085	21149811557	20096778117	0.960868	0.913027	148	148	0.449655	140649044	20953752761	20309362770	19354026702	0.969247	0.923654	148	148	0.44696	99.6648%	0.34547%	424,877,435	19,253,974	405,623,461	99.142%	0.328041%	6822654	10	5	1	41033	8086	4842	79.1	78.1	1	8.5	12.4	3640	eukaryota	117920	117920	473414173	0.000%	19534	19534	14207	450938312	58.2383	1.50028e-06	all	418565216	436290778	95.9372	mpileup	None	20953752761	1	44.25	473499997
OG545	NOVA	230419	AD2	179975316	3147172	50894	4123370	0	187296752	27855213250	26894584307	25501470646	0.965513	0.915501	148	148	0.431257	179975316	26842722456	26082020425	24784454715	0.971661	0.923321	149	149	0.429218	99.4646%	0.549076%	548,994,816	32,943,373	516,051,443	99.6229%	0.283269%	9199874	145	448	52	264435	797728	102145	87.2	86.2	1	6.2	6.6	3640	eukaryota	216198	216198	638043713	0.000%	28642	28642	31727	589219517	55.9106	2.56415e-06	all	536108947	580754800	92.3124	mpileup	None	26842722456	1	45.16	594440386
OG554	NOVA	230419	AD2	148167324	1423494	46410	3381430	0	153018658	22790975701	22087820502	20988434841	0.969148	0.92091	148	148	0.418552	148167324	22107024099	21529855710	20492413104	0.973892	0.926964	149	149	0.417584	99.6369%	0.589834%	943,115,814	171,518,046	771,597,768	98.8946%	0.259595%	15658010	22	9	22	56695	11092	37178	72.1	71.4	0.7	11.8	16.1	3640	eukaryota	523874	523874	1077537597	0.000%	13302	13302	40390	965069592	57.005	1.99299e-06	all	806984137	862415525	93.5725	mpileup	None	22107024099	1	20.23	1092584897
OG513	NOVA	230419	AD2	162086056	1973764	25026	2574190	0	166659036	24884598216	24124474498	22998601183	0.969454	0.92421	149	149	0.410589	162086056	24205761988	23574910478	22512158341	0.973938	0.930033	149	149	0.409874	99.4053%	0.707114%	754,234,273	65,882,115	688,352,159	99.2859%	0.292803%	12521249	22	17	15	43892	23866	38064	76.6	75.7	0.9	9.8	13.6	3640	eukaryota	348073	348073	863837717	0.000%	18403	18403	25891	792897226	58.0828	1.55496e-06	all	717504693	783927340	91.5269	mpileup	None	24205761988	1	29.1	831673943
OG487	NOVA	230419	AD2	191121182	5272762	52398	5283584	0	201729926	30081610745	28708220125	26994558189	0.954345	0.897377	149	149	0.38981	191121182	28532675752	27522041200	25979646578	0.96458	0.910523	149	149	0.387224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG599	NOVA	230419	AD2	142344654	6534216	109366	8677718	0	157665954	23154334475	21943810742	20729689929	0.947719	0.895283	146	146	0.482529	142344654	21122293625	20381281926	19370646794	0.964918	0.917071	148	148	0.474308	98.9721%	1.07728%	477,378,324	58,655,086	418,723,238	99.2678%	0.355785%	NA	83	16	17	130593	20912	29525	56.9	55.9	1	13.5	29.6	3640	eukaryota	465517	465517	646302623	0.000%	4268	4268	61716	561389570	52.8106	5.23524e-06	all	459646272	521491490	88.1407	mpileup	None	21122293625	1	37.13	568914351
OG597	NOVA	230419	AD2	147846474	1103528	39590	3408140	0	152397732	22636537923	22007297905	20922476555	0.972202	0.924279	148	148	0.420469	147846474	22041927414	21503407792	20466911853	0.975568	0.928545	149	149	0.419982	99.4981%	0.633806%	610,346,543	97,944,382	512,402,160	99.4022%	0.227147%	10947670	10	1	18	29488	1247	24157	70.2	69.5	0.7	11.5	18.3	3640	eukaryota	455227	455227	749732610	0.000%	11730	11730	19662	647831088	58.4005	1.44528e-06	all	539827129	591697472	91.2336	mpileup	IndelRatio	22041927414	0.998725032225397	31.45	701806472
OG313	NOVA	230419	AD2	145778420	1784268	29756	3021492	0	150613936	22461420682	21666905814	20469104194	0.964628	0.911301	149	149	0.409876	145778420	21761645738	21111957684	19983473933	0.970145	0.918289	149	149	0.408741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG600	NOVA	230419	AD2	131269244	4749140	93934	6416420	0	142528738	20915349900	20046745184	19089428170	0.95847	0.912699	146	146	0.48361	131269244	19496346665	18918615766	18087888229	0.970367	0.927758	148	148	0.478924	99.4835%	0.537435%	439,505,517	31,119,648	408,385,869	99.3245%	0.313351%	7100065	11	4	3	46463	5498	5290	82.6	81.6	1	7.3	10.1	3640	eukaryota	121861	121861	492734678	0.000%	19492	19492	27885	471391715	55.5022	2.81697e-06	all	430565620	457059895	94.2033	mpileup	IndelRatio	19496346665	0.999303732304875	40.5	481725378
OG317	NOVA	230419	AD2	158154964	1759948	43956	2809932	0	162768800	24269567553	23559311923	22454648457	0.970735	0.925218	149	149	0.414205	158154964	23624011257	23031905554	21986268129	0.974936	0.930675	149	149	0.413792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OG550	NOVA	230419	AD2	108216932	2361664	130104	6815622	0	117524322	17089456329	16524255278	15817049179	0.966927	0.925544	145	145	0.438618	108216932	16040309221	15646896051	15018796981	0.975473	0.936316	148	148	0.435634	99.4644%	2.51054%	635,301,969	100,016,964	535,285,005	98.8292%	0.276375%	12337037	60	26	20	115786	36879	24888	48	47.5	0.5	17.9	34.1	3640	eukaryota	319128	319128	725783752	0.000%	4166	4166	63381	719401192	53.7721	4.19553e-06	all	585835775	681632927	85.9459	mpileup	IndelRatio	16040309221	0.998958600076234	20.65	777673214
OG505	NOVA	230419	AD2	187935036	5129908	111652	6928082	0	200104678	29634790427	28300833233	26694700662	0.954987	0.900789	148	147	0.442454	187935036	28002112306	27040727016	25598701134	0.965667	0.91417	149	148	0.438843	99.6589%	0.356162%	544,870,652	28,286,087	516,584,564	99.0082%	0.388436%	8679827	11	6	6	32864	7758	6741	88.4	87.7	0.7	5.3	6.3	3640	eukaryota	183326	183326	601377933	0.000%	45380	45380	22683	558613308	57.1362	1.93365e-06	all	527455794	553707652	95.2589	mpileup	None	28002112306	1	44.37	631098938
OG479	NOVA	230419	AD2	158139958	1844672	27778	2616756	0	162629164	24251345584	23537746749	22441685402	0.970575	0.925379	149	149	0.412638	158139958	23614112364	23013921755	21976061551	0.974583	0.930633	149	149	0.412132	99.4989%	0.581033%	772,657,142	79,093,983	693,563,158	99.7044%	0.540785%	15697529	103	104	95	171323	143378	125518	80.9	80	0.9	9.1	10	3640	eukaryota	289091	289091	950611367	0.000%	20384	20384	208076	944829547	49.7931	1.04881e-05	all	709589987	749177822	94.7158	mpileup	None	23614112364	1	25.98	909015096
OG501	NOVA	230419	AD2	174939122	6791918	55760	6558808	0	188345608	28067498373	26700292873	25236721078	0.951289	0.899144	149	148	0.471309	174939122	26069617729	25200989049	23949787810	0.96668	0.918686	149	148	0.466559	99.7687%	0.241763%	313,788,999	17,677,582	296,111,417	98.2261%	0.355874%	5069904	21	9	0	55238	11971	NA	90.4	89.6	0.8	3.9	5.7	3640	eukaryota	93814	93814	351479281	0.000%	29198	29198	16888	331683813	56.1535	2.42463e-06	all	308906217	316308171	97.6599	mpileup	None	26069617729	1	70.71	368692574
OG556	NOVA	230419	AD2	147248518	2615212	99370	6846614	0	156809714	23029412736	22103137781	20840843481	0.959779	0.904966	146	146	0.448883	147248518	21873180370	21140049621	19974405398	0.966483	0.913192	148	148	0.446184	99.4808%	0.554525%	465,695,978	41,464,352	424,231,625	98.5598%	0.307687%	7400189	11	4	3	31157	14965	5309	77.5	76.7	0.8	8.9	13.6	3640	eukaryota	50361	50361	488606663	0.000%	22786	22786	17907	487599443	57.5725	1.74883e-06	all	442952020	470277567	94.1895	mpileup	None	21873180370	1	38.08	574475119
OG524	NOVA	230419	AD2	194510586	2984018	72688	5824734	0	203392026	30184976039	29233779579	27902451740	0.968488	0.924382	148	148	0.432435	194510586	28980033065	28266653899	27040891108	0.975384	0.933087	149	148	0.430533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
