og_id	tech	seq_date	code	annotation	taxonomy	lca	percent_match	length	lca_run_date	region
OG700	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;Labriformes;Labridae;Cheilinus;Cheilinus undulatus	Cheilinus undulatus	100.00	1597	241113	16s	
OG700	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Cheilinus;Cheilinus undulatus;Labriformes;Labridae;Cheilinus;Cheilinus undulatus	Cheilinus undulatus	99.93	976	241113	CO1	
OG701	hic	240509	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Lutjaninae;Lutjanus;Lutjaniformes;Lutjanidae;Lutjanus;	Lutjanus	99.16	511	241115	12s	
OG701	hic	240509	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Lutjaninae;Lutjanus;Lutjaniformes;Lutjanidae;Lutjanus;	Lutjanus	99.10	862	241115	16s	
OG701	hic	240509	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Lutjaninae;Lutjanus;Lutjaniformes;Lutjanidae;Lutjanus;	Lutjanus	99.83	634	241115	CO1	
OG703	ilmn	240313	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Istiophoriformes;Istiophoriformes;;;	Istiophoriformes	99.24	376	241115	12s	
OG703	ilmn	240313	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;;;;	Carangaria	99.53	1485	241115	16s	
OG703	ilmn	240313	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Istiophoriformes;Istiophoridae;Istiophoriformes;Istiophoridae;;	Istiophoridae	99.79	761	241115	CO1	
OG705	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.86	793	241126	12s	
OG705	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.74	1470	241126	16s	
OG705	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.75	712	241126	CO1	
OG706	hic	240501	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.84	793	241115	12s	
OG706	hic	240501	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.74	1470	241115	16s	
OG706	hic	240501	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.79	694	241115	CO1	
OG706	hifi	240206	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.84	793	241115	12s	
OG706	hifi	240206	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.67	1472	241115	16s	
OG706	hifi	240206	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Chondrichthyes;Elasmobranchii;Selachii;Galeomorphii;Galeoidea;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus;Carcharhiniformes;Triakidae;Galeorhinus;Galeorhinus galeus	Galeorhinus galeus	99.79	712	241115	CO1	
OG71	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Heteroclinus;unclassified Heteroclinus;Heteroclinus sp. 2 SNJC-2013;Blenniiformes;Clinidae;Heteroclinus;Heteroclinus sp. 2 SNJC-2013	Heteroclinus sp. 2 SNJC-2013	100.00	534	241126	16s	
OG71	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Heteroclinus;unclassified Heteroclinus;Heteroclinus sp. 2 SNJC-2013;Blenniiformes;Clinidae;Heteroclinus;Heteroclinus sp. 2 SNJC-2013	Heteroclinus sp. 2 SNJC-2013	100.00	588	241126	CO1	
OG736	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Bodianus;Bodianus bimaculatus;Labriformes;Labridae;Bodianus;Bodianus bimaculatus	Bodianus bimaculatus	100.00	474	241126	12s	
OG736	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Halichoeres;Halichoeres melanotis;Labriformes;Labridae;Halichoeres;Halichoeres melanotis	Halichoeres melanotis	100.00	573	241126	16s	
OG736	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;;;;	Eupercaria	99.90	656	241126	CO1	
OG753	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Pomacentridae;Chromis;;Pomacentridae;Chromis;	Chromis	99.91	708	241126	12s	
OG753	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Pomacentridae;Chromis;;Pomacentridae;Chromis;	Chromis	99.00	644	241126	16s	
OG753	ilmn	240813	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Ovalentaria incertae sedis;Pomacentridae;Chromis;;Pomacentridae;Chromis;	Chromis	99.17	620	241126	CO1	
OG754	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Ptereleotrinae;Nemateleotris;Nemateleotris magnifica;Gobiiformes;Gobiidae;Nemateleotris;Nemateleotris magnifica	Nemateleotris magnifica	99.88	835	241113	12s	
OG754	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Gobiaria;Gobiiformes;Gobioidei;Gobiidae;Ptereleotrinae;Nemateleotris;Nemateleotris magnifica;Gobiiformes;Gobiidae;Nemateleotris;Nemateleotris magnifica	Nemateleotris magnifica	99.59	1314	241113	16s	
OG754	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;;;;	Percomorphaceae	99.62	698	241113	CO1	
OG76	hic	240301	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Cristiceps;Cristiceps australis;Blenniiformes;Clinidae;Cristiceps;Cristiceps australis	Cristiceps australis	100.00	951	241115	12s	
OG76	hic	240301	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Ovalentaria;Blenniimorphae;Blenniiformes;Blennioidei;Clinidae;Cristiceps;Blenniiformes;Clinidae;Cristiceps;	Cristiceps	99.70	620	241115	16s	
OG76	hic	240301	v177getorg	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;;;;	Gnathostomata	99.31	651	241115	CO1	
OG760	hifi	240520	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Etelinae;Aprion;Aprion virescens;Lutjaniformes;Lutjanidae;Aprion;Aprion virescens	Aprion virescens	100.00	593	250123	12s	
OG760	hifi	240520	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Etelinae;Aprion;Aprion virescens;Lutjaniformes;Lutjanidae;Aprion;Aprion virescens	Aprion virescens	99.88	1154	250123	16s	
OG760	hifi	240520	v3mitohifi	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Lutjaniformes;Lutjanidae;Etelinae;Aprion;Aprion virescens;Lutjaniformes;Lutjanidae;Aprion;Aprion virescens	Aprion virescens	99.61	1548	250123	CO1	
OG761	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Carangiformes;Carangidae;;	Carangidae	99.01	593	241113	12s	
OG761	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Caranx;Carangiformes;Carangidae;Caranx;	Caranx	99.12	770	241113	16s	
OG761	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Carangaria;Carangiformes;Carangidae;Caranx;Carangiformes;Carangidae;Caranx;	Caranx	99.65	657	241113	CO1	
OG764	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Thalassoma;Labriformes;Labridae;Thalassoma;	Thalassoma	99.06	658	241113	12s	
OG764	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Labriformes;Labridae;;	Labridae	99.51	761	241113	16s	
OG764	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Labriformes;Labridae;;	Labridae	99.64	686	241113	CO1	
OG768	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Mulloidea;Mullidae;Parupeneus;Parupeneus cyclostomus;Syngnathiformes;Mullidae;Parupeneus;Parupeneus cyclostomus	Parupeneus cyclostomus	99.86	875	241113	12s	
OG768	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Mulloidea;Mullidae;Parupeneus;Parupeneus cyclostomus;Syngnathiformes;Mullidae;Parupeneus;Parupeneus cyclostomus	Parupeneus cyclostomus	99.91	1681	241113	16s	
OG768	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Syngnathiaria;Syngnathiformes;Mulloidea;Mullidae;Parupeneus;Parupeneus cyclostomus;Syngnathiformes;Mullidae;Parupeneus;Parupeneus cyclostomus	Parupeneus cyclostomus	99.47	712	241113	CO1	
OG780	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Bodianus;Bodianus bimaculatus;Labriformes;Labridae;Bodianus;Bodianus bimaculatus	Bodianus bimaculatus	100.00	474	241113	12s	
OG780	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Halichoeres;Halichoeres melanotis;Labriformes;Labridae;Halichoeres;Halichoeres melanotis	Halichoeres melanotis	99.83	573	241113	16s	
OG780	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;;;;	Eupercaria	99.90	656	241113	CO1	
OG782	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Oxycheilinus;Oxycheilinus unifasciatus;Labriformes;Labridae;Oxycheilinus;Oxycheilinus unifasciatus	Oxycheilinus unifasciatus	99.76	951	241113	12s	
OG782	ilmn	240716	getorg1770	emma102	cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Neoteleostei;Eurypterygia;Ctenosquamata;Acanthomorphata;Euacanthomorphacea;Percomorphaceae;Eupercaria;Labriformes;Labridae;Oxycheilinus;Oxycheilinus unifasciatus;Labriformes;Labridae;Oxycheilinus;Oxycheilinus unifasciatus	Oxycheilinus unifasciatus	98.99	988	241113	16s	
